movieId,title,year,genres,rating_count,avg_rating
179749,Creep 2 (2017),2017.0,Comedy|Horror,158,3.5063291139240507
141422,Suffragette (2015),2015.0,Drama,242,3.553719008264463
27760,When the Last Sword is Drawn (Mibu gishi den) (2003),2003.0,Drama,35,3.7
31367,"Chase, The (1994)",1994.0,Action|Adventure|Comedy|Crime|Romance|Thriller,204,2.9019607843137254
82529,Soo (Art of Revenge) (2007),2007.0,Action|Crime|Drama|Thriller,12,2.9583333333333335
96853,Thin Ice (2011),2011.0,Comedy|Crime|Drama,38,2.8815789473684212
139747,Before We Go (2014),2014.0,Romance,238,3.6638655462184873
144414,Seven Days (2007),2007.0,Crime,12,3.5
144522,Sky High (2003),2003.0,Action|Horror|Thriller,16,2.96875
6466,Mississippi Masala (1991),1991.0,Drama|Romance,393,3.578880407124682
160563,The Legend of Tarzan (2016),2016.0,Action|Adventure,699,3.0350500715307582
7240,King David (1985),1985.0,Action|Drama|War,42,2.738095238095238
64519,Boomerang (1947),1947.0,Crime|Drama|Film-Noir,34,3.426470588235294
7993,"Bucket Of Blood, A (1959)",1959.0,Comedy|Horror,111,3.274774774774775
26425,"In-Laws, The (1979)",1979.0,Action|Comedy,346,3.7789017341040463
27484,"Milwaukee, Minnesota (2003)",2003.0,Drama,5,2.8
58061,Four Sons (1928),1928.0,Drama,6,3.3333333333333335
119432,A Thousand Times Goodnight (2014),2014.0,Drama,24,3.6666666666666665
180981,Look & See: A Portrait of Wendell Berry (2017),2017.0,Documentary,2,3.5
204780,Voilà l'enchaînement (2014),2014.0,Drama,2,3.5
166558,Underworld: Blood Wars (2016),2016.0,Action|Horror,446,3.2399103139013454
496,What Happened Was... (1994),1994.0,Comedy|Drama|Romance|Thriller,383,3.2767624020887727
148,"Awfully Big Adventure, An (1995)",1995.0,Drama,335,2.908955223880597
180191,Bless the Woman (2003),2003.0,Drama|Romance,6,3.3333333333333335
1829,Chinese Box (1997),1997.0,Drama|Romance,252,3.0813492063492065
26755,Stone Cold (1991),1991.0,Action|Crime,43,2.7209302325581395
142084,Welcome to Leith (2015),2015.0,Documentary|Thriller,63,3.5793650793650795
31035,Testament (1983),1983.0,Drama,191,3.6282722513089007
135867,Rabbit Fire (1951),1951.0,Animation|Children|Comedy,69,3.9927536231884058
149761,100 Days With Mr. Arrogant (2004),2004.0,Comedy|Romance,11,2.727272727272727
31983,"Sicilian Clan, The (Clan des Siciliens, Le) (1969)",1969.0,Crime|Drama,37,3.4594594594594597
57370,Mad Money (2008),2008.0,Comedy|Crime|Thriller,196,2.8316326530612246
172523,Love and the City 2 (2010),2010.0,Comedy|Romance,19,2.6842105263157894
6654,Atragon (Kaitei Gunkan) (1963),1963.0,Adventure|Sci-Fi,16,3.0
150604,Moonwalkers (2015),2015.0,Comedy,69,2.963768115942029
91937,Loosies (2012),2012.0,Comedy|Drama|Romance,20,3.075
7253,It (1927),1927.0,Comedy|Romance,68,3.3308823529411766
76143,"Bone Man, The (Der Knochenmann) (2009)",2009.0,Crime|Thriller,38,3.5657894736842106
40574,Get Rich or Die Tryin' (2005),2005.0,Action|Crime|Drama,187,2.839572192513369
41575,"Promise, The (Wu ji) (2005)",2005.0,Action|Drama|Fantasy,88,2.897727272727273
189149,Black Water (2018),2018.0,Action|Drama,10,3.1
47084,"Live and Become (Va, vis et deviens) (2005)",2005.0,Drama,43,3.802325581395349
150375,"Fuse, Memoirs of the Hunter Girl (2012)",2012.0,Action|Animation|Drama,5,3.5
63645,"Free Will, The (Freie Wille, Der) (2006)",2006.0,Crime|Drama,28,3.732142857142857
145504,Foodies (2014),2014.0,Documentary,5,3.5
6336,Marooned in Iraq (Gomgashtei dar Aragh) (2002),2002.0,Drama,24,3.1041666666666665
173691,The Dancer (2000),2000.0,Drama,3,2.5
179115,The Workshop (2017),2017.0,(no genres listed),9,3.2777777777777777
104064,Vares: The Path of the Righteous Men (Vares - Kaidan tien kulkijat) (2012),2012.0,Crime|Drama,8,3.0625
141299,Peter Pan (2000),2000.0,Children|Fantasy,10,3.25
109613,One Mile Away (2012),2012.0,Documentary,2,3.5
175229,Tommy and the Wildcat (1998),1998.0,Adventure|Children|Drama,3,3.0
188125,The Heron and the Crane (1974),1974.0,Animation,8,3.0625
26708,Time to Kill (Tempo di uccidere) (1989),1989.0,Drama|War,2,0.75
143432,Moscow Heat (2004),2004.0,Action|Drama|Thriller,4,1.375
80451,Season of the Witch (Hungry Wives) (Jack's Wife) (1972),1972.0,Drama|Horror,18,3.0833333333333335
176073,The Incredible Jessica James (2017),2017.0,Comedy|Romance,32,3.28125
185513,The Chambermaid Lynn (2015),2015.0,Drama,6,2.6666666666666665
168654,Kills on Wheels (2016),2016.0,Action|Comedy,9,3.388888888888889
179217,Occupants (2015),2015.0,Horror|Sci-Fi|Thriller,4,2.375
124861,Dinosaur 13 (2014),2014.0,Adventure|Documentary|Drama|Thriller,31,3.7419354838709675
4935,"Falls, The (1980)",1980.0,Drama|Sci-Fi,47,3.648936170212766
116259,Courage of Lassie (1946),1946.0,Adventure|Children|Drama,5,3.0
193137,Reprisal (2018),2018.0,Action|Crime|Thriller,10,2.8
206351,The Intent (2016),2016.0,Crime|Drama,1,1.0
30970,"Handful of Dust, A (1988)",1988.0,Drama,36,3.361111111111111
74820,"Fall of the Roman Empire, The (1964)",1964.0,Drama,31,3.596774193548387
85332,Closing the Ring (2007),2007.0,Drama|Romance,10,3.0
4101,Dogs in Space (1987),1987.0,Drama,38,3.1447368421052633
157793,Samurai X : Reflection (2001),2001.0,Action|Animation|Drama,16,3.78125
200166,In Bed With Santa (2000),2000.0,Comedy,8,3.0
109800,Quebrando o Tabu (2011),2011.0,Documentary,13,3.4615384615384617
97092,Glorious Technicolor (1998),1998.0,Documentary,4,2.75
185705,McCanick (2014),2014.0,Crime|Drama|Thriller,4,3.25
102798,"Devil's Carnival, The (2012)",2012.0,Horror|Musical,45,3.1
53963,Clubland (a.k.a. Introducing the Dwights) (2007),2007.0,Comedy|Drama,8,2.9375
195263,God Knows Where I Am (2016),2016.0,Documentary|Drama|Mystery,8,3.8125
88674,Edison Kinetoscopic Record of a Sneeze (1894),1894.0,Documentary,22,2.0
175233,Inconceivable (2017),2017.0,Drama|Thriller,26,2.7115384615384617
205371,Black Sabbath: The End of The End (2017),2017.0,Documentary,1,0.5
206501,Ambition (2019),2019.0,Thriller,2,2.25
146224,Barsaat (1995),1995.0,Drama|Romance,2,2.5
152882,Rudraksh (2004),2004.0,(no genres listed),8,1.75
154077,Khatta Meetha (2010),2010.0,Comedy|Drama,12,2.4166666666666665
2659,It Came from Hollywood (1982),1982.0,Comedy|Documentary,232,3.2327586206896552
4818,Extreme Days (2001),2001.0,Action|Adventure|Comedy|Drama,42,2.5238095238095237
5156,"Big Doll House, The (1971)",1971.0,Action,36,3.0416666666666665
139335,Merry Ex-Mas (2014),2014.0,(no genres listed),2,3.0
135965,Alice Through the Looking Glass (1998),1998.0,Children|Fantasy,9,3.0555555555555554
134607,Autumn (1990),1990.0,Comedy,3,4.333333333333333
133153,Barbie in the Pink Shoes (2013),2013.0,Animation|Children,28,2.767857142857143
133577,You're Darn Tootin' (1928),1928.0,Comedy,5,3.6
192545,Pity (2018),2018.0,Drama,14,2.9642857142857144
176213,"Blood, Sweat and Tears (2015)",2015.0,Drama,7,3.0
176809,The Summit (2017),2017.0,Drama,9,3.0555555555555554
172015,Metamorphosis (2003),2003.0,Drama|Fantasy,5,2.6
153236,Genius Party (2007),2007.0,Animation,10,3.2
166735,The Game (2014),2014.0,(no genres listed),4,4.125
89056,Company: Original Cast Album (1970),1970.0,Documentary|Musical,9,4.111111111111111
204974,Десять минут первого,,Comedy,3,4.5
187341,Father's Lion (1952),1952.0,Animation,3,3.3333333333333335
156017,Who Took Johnny (2014),2014.0,Documentary,25,3.32
86927,No Time for Love (1943),1943.0,Comedy|Romance,6,3.0
140541,The Electric Hotel (1908),1908.0,Animation|Comedy|Sci-Fi,13,2.9615384615384617
182237,Just Dogs (1932),1932.0,Animation,5,3.2
190387,12 Jahre (2010),2010.0,(no genres listed),2,2.75
147280,The Sunshine Boys (1996),1996.0,Comedy,8,3.125
172959,Grim Prairie Tales (1990),1990.0,Horror|Western,5,3.1
80033,"President's Man, The (2000)",2000.0,Action|Adventure|Thriller,9,2.111111111111111
150956,King (2008),2008.0,Action|Comedy|Crime|Documentary,5,3.0
88599,Come Undone (Cosa voglio di più) (2010),2010.0,Drama,14,3.5714285714285716
78064,Ween Live in Chicago (2004),2004.0,Documentary,16,2.84375
148324,Reaper (2000),2000.0,Horror|Mystery|Thriller,1,1.5
93948,Midnight Movie (2008),2008.0,Horror|Thriller,17,3.088235294117647
83250,Bad Ronald (1974),1974.0,Drama|Horror|Thriller,23,3.1739130434782608
91446,Run for Cover (1955),1955.0,Western,7,3.0714285714285716
195901,Дом для Кузьки (1984),1984.0,Animation|Children,5,3.5
146988,"So Long, Stooge (1983)",1983.0,Drama,8,3.0625
6397,"Bizarre, Bizarre (Drôle de drame ou L'étrange aventure de Docteur Molyneux) (1937)",1937.0,Comedy,16,3.46875
7754,Temptation of a Monk (You Seng) (1993),1993.0,Action|Adventure|Drama|Romance,5,2.5
141952,To Save A Life (2010),2010.0,Drama,8,3.5625
155042,Children of Beslan (2005),2005.0,Documentary,4,3.75
7880,Friday Night (Vendredi Soir) (2002),2002.0,Drama,39,3.282051282051282
8592,"Wheeler Dealers, The (1963)",1963.0,Comedy,15,3.2
91784,Girl Walks Into a Bar (2011),2011.0,Comedy|Drama|Fantasy,25,3.24
181209,Judah Friedlander: America Is the Greatest Country in the United States (2017),2017.0,Comedy,8,3.8125
161234,In Pursuit of Honor (1995),1995.0,Action|Drama,3,3.3333333333333335
167316,The Crooked Man (2016),2016.0,Horror,3,3.8333333333333335
167532,An Interesting Story (1904),1904.0,Comedy,8,3.375
182945,Mission Pays Basque (2017),2017.0,Comedy,2,3.5
186519,Frank Serpico (2017),2017.0,Documentary,3,2.8333333333333335
184483,Particles of Truth (2003),2003.0,(no genres listed),1,4.5
170010,Angèle and Tony (2011),2011.0,Romance,2,3.5
198909,After Darkness (2019),2019.0,Children|Drama|Sci-Fi|Thriller,6,2.0
150300,Evim Sensin (2012),2012.0,Fantasy|Romance,6,2.75
175513,Mamma o papà? (2017),2017.0,Comedy,3,2.8333333333333335
46952,Wrong Side Up (Pribehy obycejneho silenstvi) (2005),2005.0,Comedy|Drama,15,3.5
195367,Cursed Seat (2018),2018.0,Horror,3,2.5
162296,The Seamstress (2009),2009.0,Crime|Horror|Mystery|Thriller,5,2.4
100884,Holy Wars (2010),2010.0,Documentary,1,4.0
146036,31st of June (1978),1978.0,Comedy|Romance,16,3.25
94819,You Can't Win 'Em All (1970),1970.0,Adventure|Comedy|War,4,2.75
120861,Animal (1977),1977.0,Action|Comedy|Romance,7,3.7857142857142856
122555,Assault of the Party Nerds 2 (1995),1995.0,Comedy|Thriller,1,2.5
155350,Where the Truth Lies (1962),1962.0,Crime|Horror|Thriller,1,3.5
160492,Day Of The Assassin (1979),1979.0,Action,2,2.5
137377,Dear Prudence (2010),2010.0,Drama,10,2.75
200718,African Violet (2019),2019.0,Drama,3,3.8333333333333335
192401,The Westing Game (1997),1997.0,Children|Horror|Mystery,2,3.25
92188,Call Her Savage (1932),1932.0,Drama,9,3.0
149688,The Stone Tape (1972),1972.0,Horror|Sci-Fi,12,2.875
139128,Genius Party Beyond (2008),2008.0,Animation,10,3.0
47501,Tol'able David (1921),1921.0,Drama,8,3.0625
102119,Yesterday Was a Lie (2008),2008.0,Drama|Film-Noir|Mystery|Romance|Sci-Fi,4,3.0
139469,Mr. Hush (2010),2010.0,Horror,5,2.5
69042,Flash Gordon's Trip to Mars (1938),1938.0,Action|Sci-Fi,6,3.0833333333333335
190227,Assassin's Creed: Embers (2011),2011.0,Animation,2,3.75
169588,Margaret Cho: PsyCHO (2015),2015.0,Comedy,6,2.5833333333333335
111515,Zatoichi's Conspiracy (Shin Zatôichi monogatari: Kasama no chimatsuri) (Zatôichi 25) (1973),1973.0,Action|Drama,8,3.4375
89537,"Unlikely Weapon, An (2008)",2008.0,Documentary,2,3.75
90817,Cobra Woman (1944),1944.0,Adventure|Drama,7,2.7142857142857144
101627,Confidential Agent (1945),1945.0,Drama|Thriller,5,2.9
89844,"Dukes, The (2007)",2007.0,Comedy|Crime|Drama,6,2.5
183955,Todd Barry: Spicy Honey (2017),2017.0,Comedy,14,3.4285714285714284
186039,Paranoiac (1963),1963.0,Drama|Horror|Mystery|Thriller,6,3.3333333333333335
187027,Inuyasha the Movie 3: Swords of an Honorable Ruler (2003),2003.0,Animation|Fantasy|Sci-Fi,5,3.8
133189,To Kill A Clown (1972),1972.0,Drama|Thriller,2,3.25
130544,The Hunt for the Unicorn Killer (1999),1999.0,Drama|Thriller,2,3.25
108806,Heartbreak Hotel (2006),2006.0,Comedy,7,2.0714285714285716
122484,The Comedians (1967),1967.0,Drama,5,3.6
137124,The Boat Is Full (1981),1981.0,Drama|War,2,3.25
185795,Toll Booth (2011),2011.0,Drama,3,2.5
205837,Dreaming Under Capitalism (2018),2018.0,Documentary,2,3.75
165829,Penis Boy (2015),2015.0,Comedy|Drama,1,3.5
195291,"Happy New Year, Colin Burstead (2018)",2018.0,Comedy|Drama,7,3.0
144664,Ostwind (2013),2013.0,Adventure|Children,7,4.142857142857143
173059,Bloodlust! (1961),1961.0,Adventure|Drama|Horror,3,2.8333333333333335
179677,The Secret Policeman's Ball (1979),1979.0,Comedy,1,4.5
186109,Kingdom Hospital (2004),2004.0,Horror,2,2.75
155959,White Bondage (1937),1937.0,Drama,1,0.5
130062,Darling (2007),2007.0,Drama,3,3.5
136924,Tekken: Kazuya's Revenge (2014),2014.0,Action,3,1.6666666666666667
132171,The Bitter Buddha (2013),2013.0,(no genres listed),3,4.166666666666667
196301,Vares - The Sheriff (2015),2015.0,Crime,2,2.0
191933,Abrahaminte Santhathikal (2018),2018.0,Crime|Thriller,2,2.0
158593,A Little Night Music (2002),2002.0,Comedy,3,3.8333333333333335
198591,Yellow Is the New Black (2018),2018.0,Animation|Children|Comedy|Crime,3,3.6666666666666665
104508,Dieta mediterránea (2009),2009.0,Comedy|Drama|Romance,4,3.375
153937,Simhadri (2003),2003.0,(no genres listed),5,2.7
198173,Downriver (2015),2015.0,Drama,4,3.875
194034,Survivor (1987),1987.0,Action|Adventure|Sci-Fi,1,4.0
181399,Little Rose (2010),2010.0,Drama|Romance,1,3.5
147524,Save Me (1994),1994.0,Mystery|Thriller,2,3.25
150383,The Mystery of Sintra (2007),2007.0,Mystery,2,3.0
90019,Green Chair (Noksaek uija) (2005),2005.0,Drama|Romance,3,2.8333333333333335
149764,The Art of Seduction (2005),2005.0,Comedy|Drama|Romance,3,3.0
34234,Pornography (Pornografia) (2003),2003.0,Drama|Romance|War,4,2.125
70355,Daddy Nostalgia (Daddy Nostalgie) (1990),1990.0,Drama,3,3.3333333333333335
89476,Frenchman's Creek (1944),1944.0,Adventure|Drama|Romance,2,2.75
118185,Escapade (1955),1955.0,Comedy|Drama,1,3.0
124647,Spark: A Burning Man Story (2013),2013.0,Action|Documentary|Drama,2,3.0
139379,A Woman Alone (1981),1981.0,Drama,3,2.3333333333333335
145038,Devotion (2003),2003.0,Drama,1,2.5
147891,Goin' Coconuts (1978),1978.0,Adventure|Comedy,2,1.75
154452,Aksuat (1997),1997.0,(no genres listed),2,1.75
156197,Sudden Danger (1955),1955.0,Crime|Drama,1,3.0
158803,Winter Wind (1969),1969.0,Drama,1,3.5
175925,Mr. Blot in Space (1988),1988.0,Children|Fantasy,2,3.25
180155,The Paris Opera (2017),2017.0,Documentary,3,3.3333333333333335
180753,Look For The Silver Lining (1949),1949.0,Drama|Romance,1,3.0
188873,"Lou Andreas-Salomé, The Audacity to be Free (2016)",2016.0,Drama,1,3.0
195577,20 30 40 (2004),2004.0,Drama|Romance,1,3.0
196615,Absentees (1996),1996.0,Drama,1,3.5
197603,Belmonte (2018),2018.0,Drama,3,2.1666666666666665
197949,Origins of the 21st Century (2000),2000.0,Documentary,1,3.5
201148,Mirageman (2007),2007.0,Action|Adventure|Sci-Fi,1,3.0
202251,Pink and Gray (2016),2016.0,Drama|Thriller,1,3.0
202253,Signature Move (2017),2017.0,Comedy|Drama|Romance,2,3.0
203429,Kiss Tomorrow Goodbye (1950),1950.0,Crime|Thriller,4,3.5
203894,The African Lion (1955),1955.0,Children|Documentary,4,3.875
100446,Sasquatch: The Legend of Bigfoot (1977),1977.0,Adventure|Mystery,2,3.25
141737,Grantham and Rose (2014),2014.0,Comedy|Drama,2,4.25
155430,Student Bodies (2015),2015.0,Comedy,2,3.75
162260,Deuce of Spades (2010),2010.0,Drama|Mystery|Thriller,2,4.5
171723,Wushu (2008),2008.0,Action|Drama,2,3.75
128389,The .44 Specialist (1976),1976.0,Action,1,3.0
63271,Gold Raiders (1951),1951.0,Comedy|Western,2,2.25
163046,Hattrick (2007),2007.0,(no genres listed),1,3.0
196013,Поздняя встреча (1979),1979.0,Romance,1,4.5
191355,The Erlprince (2016),2016.0,Drama,1,2.5
81349,Provocateur (Prowokator) (1995),1995.0,Drama,2,3.25
137793,Tale of a Vampire (1992),1992.0,Horror,1,3.0
172319,Large (2001),2001.0,Comedy,2,2.75
92182,"What's Up, Scarlet? (2005)",2005.0,Comedy|Romance,2,2.25
207103,The Other Side (2014),2014.0,Drama|Horror|Thriller,1,2.0
199976,SideFX (2005),2005.0,Horror,2,0.75
165495,Ladrones (2015),2015.0,Comedy|Crime,1,2.5
154202,Trench of Hope (2003),2003.0,Drama,1,2.0
187525,2016 Oscar Nominated Short Films: Live Action (2016),2016.0,(no genres listed),1,2.5
187693,Iron Maiden: Death On The Road (2006),2006.0,(no genres listed),2,3.75
189903,'63 Boycott (2016),2016.0,Documentary,1,4.5
205541,Fire and Ice: The Winter War of Finland and Russia (2006),2006.0,Documentary,1,4.0
206719,The Man Who Bottled Clouds (2008),2008.0,Documentary,1,3.5
208187,The Monkey Folk (1989),1989.0,(no genres listed),1,4.0
206817,Paranormal Farm (2017),2017.0,(no genres listed),1,0.5
200878,The Pit and the Pendulum (1964),1964.0,Drama|Horror,1,2.5
202627,Lijavec (1982),1982.0,Comedy,1,4.0
202641,"Dumb Bobes, or Czech Tarzan (1971)",1971.0,Comedy,1,4.5
117987,The Lady Says No (1952),1952.0,Comedy,1,4.0
194478,TED: The Future We Will Create (2007),2007.0,Documentary,1,4.0
105665,Dances With the Dragons ( Yu long gong wu) (1991),1991.0,Comedy|Drama|Romance,1,2.5
117500,Beauty For The Asking (1939),1939.0,Drama|Romance,1,3.0
201694,Delta Heat (1992),1992.0,Action|Drama,1,3.5
174229,Entre Bateas (2002),2002.0,Action|Drama,1,3.5
131213,Crazy in Love (1992),1992.0,Comedy|Drama|Romance,1,2.0
154464,Sulemani Keeda (2014),2014.0,Comedy|Romance,1,3.5
198573,Weenie (2016),2016.0,Animation,1,2.0
858,"Godfather, The (1972)",1972.0,Crime|Drama,52498,4.324336165187245
1127,"Abyss, The (1989)",1989.0,Action|Adventure|Sci-Fi|Thriller,17568,3.6682604735883424
48780,"Prestige, The (2006)",2006.0,Drama|Mystery|Sci-Fi|Thriller,22943,4.093231050865188
69481,"Hurt Locker, The (2008)",2008.0,Action|Drama|Thriller|War,8159,3.7274175756832943
166635,Passengers (2016),2016.0,Adventure|Drama|Romance|Sci-Fi,3171,3.5395774203721224
1721,Titanic (1997),1997.0,Drama|Romance,37712,3.381151887993212
540,Sliver (1993),1993.0,Thriller,4550,2.719010989010989
1084,Bonnie and Clyde (1967),1967.0,Crime|Drama,9247,3.8728776900616415
1025,"Sword in the Stone, The (1963)",1963.0,Animation|Children|Fantasy|Musical,5815,3.5539122957867586
1522,Ripe (1996),1996.0,Drama,33,2.4545454545454546
2580,Go (1999),1999.0,Comedy|Crime,8037,3.680228941147194
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",2003.0,Animation|Comedy|Fantasy,3735,3.833868808567604
3698,"Running Man, The (1987)",1987.0,Action|Sci-Fi,7027,3.2291162658317916
4161,"Mexican, The (2001)",2001.0,Action|Comedy,4590,3.0209150326797385
2387,Very Bad Things (1998),1998.0,Comedy|Crime,2195,2.835763097949886
1395,Tin Men (1987),1987.0,Comedy|Drama,2096,3.3678435114503817
737,Barb Wire (1996),1996.0,Action|Sci-Fi,4238,2.099103350637093
243,Gordy (1995),1995.0,Children|Comedy|Fantasy,424,2.5377358490566038
1483,Crash (1996),1996.0,Drama|Thriller,2687,3.084108671380722
1507,Paradise Road (1997),1997.0,Drama|War,358,3.3952513966480447
1460,That Darn Cat (1997),1997.0,Children|Comedy|Mystery,728,2.5755494505494507
2563,Dangerous Beauty (1998),1998.0,Drama,865,3.646820809248555
4219,Girls Just Want to Have Fun (1985),1985.0,Comedy,473,3.0845665961945032
56941,P.S. I Love You (2007),2007.0,Comedy|Drama|Romance,2417,3.5028961522548614
101362,Olympus Has Fallen (2013),2013.0,Action|Thriller,1543,3.1801685029163966
110433,Möbius (2013),2013.0,Drama|Thriller,28,2.9285714285714284
4158,Monkeybone (2001),2001.0,Animation|Comedy|Fantasy,962,2.2614345114345116
43921,Running Scared (2006),2006.0,Action|Crime|Thriller,787,3.480940279542567
101971,Never Sleep Again: The Elm Street Legacy (2010),2010.0,Documentary,55,3.772727272727273
51927,Dead Silence (2007),2007.0,Horror|Mystery|Thriller,577,3.0285961871750433
392,"Secret Adventures of Tom Thumb, The (1993)",1993.0,Adventure|Animation,253,3.349802371541502
897,For Whom the Bell Tolls (1943),1943.0,Adventure|Drama|Romance|War,808,3.6392326732673266
96565,Bachelorette (2012),2012.0,Comedy,240,2.85625
133255,Regret (2013),2013.0,Drama,10,3.35
3179,Angela's Ashes (1999),1999.0,Drama,1438,3.4944367176634215
1896,Cousin Bette (1998),1998.0,Comedy,254,3.0807086614173227
4190,Elmer Gantry (1960),1960.0,Drama,527,3.893738140417457
196889,Glass (2019),2019.0,Drama|Horror|Mystery|Sci-Fi|Thriller,588,3.2687074829931975
92008,Haywire (2011),2011.0,Action|Thriller,528,2.9952651515151514
623,"Modern Affair, A (1995)",1995.0,Romance,34,3.0588235294117645
74452,"Wolfman, The (2010)",2010.0,Horror|Thriller,631,2.6473851030110933
146018,The Elder Son (1975),1975.0,Drama,28,3.482142857142857
147246,Adventures of Mowgli (1973),1973.0,Animation|Children,50,3.62
45183,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",2005.0,Action|Comedy|Crime|Thriller,448,3.5066964285714284
50954,It's a Boy Girl Thing (2006),2006.0,Comedy|Romance,341,3.3225806451612905
81312,Borderland (2007),2007.0,Crime|Horror|Thriller,35,2.557142857142857
96415,Doomsday Book (2012),2012.0,Comedy|Drama|Horror|Sci-Fi,45,3.2333333333333334
99996,It's a Disaster (2012),2012.0,Comedy|Drama,108,3.5231481481481484
101761,Welcome to the Punch (2013),2013.0,Action|Adventure|Crime|Thriller,132,2.8333333333333335
103547,Vile (2011) ,2011.0,Horror,40,2.1875
111447,"Treasure Hunter, The (Ci ling) (2009)",2009.0,Action|Adventure|Fantasy|Romance|Sci-Fi,14,2.142857142857143
116947,Stand Off (2012),2012.0,Comedy|Drama,14,3.1785714285714284
119169,Special ID (2013),2013.0,Action|Crime|Drama,15,2.6
165287,The Swap (2016),2016.0,Comedy,9,3.4444444444444446
78905,Whirlpool (1949),1949.0,Crime|Drama|Film-Noir|Mystery,24,3.3541666666666665
1990,Prom Night IV: Deliver Us From Evil (1992),1992.0,Horror,154,1.4350649350649352
8928,"Fearless Vampire Killers, The (1967)",1967.0,Comedy|Horror,455,3.3692307692307693
48711,Facing the Giants (2006),2006.0,Action|Drama,150,3.58
2235,One Man's Hero (1999),1999.0,Drama|War,34,2.411764705882353
3475,"Place in the Sun, A (1951)",1951.0,Drama|Romance,768,3.9108072916666665
26699,Close-Up (Nema-ye Nazdik) (1990),1990.0,Drama,182,4.082417582417582
47935,Overlord (1975),1975.0,Drama|War,25,3.48
7417,Jersey Girl (1992),1992.0,Comedy|Romance,89,3.0280898876404496
