userId,movieId,title,year,genres,predicted_rating
133,166812,Seeing Red: Stories of American Communists (1983),1983.0,(no genres listed),4.617903
133,144208,Bicycle Dreams (2009),2009.0,Adventure|Documentary,4.6163397
133,187951,Father of Lights (2012),2012.0,Documentary,4.599408
133,187949,Furious Love (2010),2010.0,Documentary,4.599408
137,194334,Les Luthiers: El Grosso Concerto (2001),2001.0,(no genres listed),5.461933
137,203086,Truth and Justice (2019),2019.0,Drama,5.323298
137,101862,50 Children: The Rescue Mission of Mr. And Mrs. Kraus (2013),2013.0,Documentary,5.1643753
137,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,5.119963
137,194332,Muchas gracias de nada (1980),1980.0,Comedy,5.100279
137,131164,Vietnam in HD (2011),2011.0,War,4.9601555
137,183947,NOFX Backstage Passport 2,,(no genres listed),4.9092045
137,192089,"National Theatre Live: One Man, Two Guvnors (2011)",2011.0,Comedy,4.8915677
137,166812,Seeing Red: Stories of American Communists (1983),1983.0,(no genres listed),4.848137
137,184613,The Moorside (2017),2017.0,Crime|Drama,4.8316007
148,183947,NOFX Backstage Passport 2,,(no genres listed),5.372155
148,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,5.361146
148,157791,.hack Liminality In the Case of Kyoko Tohno,,(no genres listed),5.2163887
148,157787,.hack Liminality: In the Case of Mai Minase,,(no genres listed),5.2163887
148,204302,Ek Ladki Ko Dekha Toh Aisa Laga (2019),2019.0,Comedy|Drama|Romance,5.1233644
148,151989,The Thorn (1971),1971.0,Comedy,5.105421
148,187951,Father of Lights (2012),2012.0,Documentary,5.1037154
148,187949,Furious Love (2010),2010.0,Documentary,5.1037154
148,187947,Finger of God (2007),2007.0,Documentary,5.1037154
148,203086,Truth and Justice (2019),2019.0,Drama,5.0979533
155,183947,NOFX Backstage Passport 2,,(no genres listed),5.482699
155,202231,Foster (2018),2018.0,Documentary,5.235876
155,157791,.hack Liminality In the Case of Kyoko Tohno,,(no genres listed),5.210521
155,157787,.hack Liminality: In the Case of Mai Minase,,(no genres listed),5.210521
155,187951,Father of Lights (2012),2012.0,Documentary,5.132353
155,187949,Furious Love (2010),2010.0,Documentary,5.132353
155,187947,Finger of God (2007),2007.0,Documentary,5.132353
155,151989,The Thorn (1971),1971.0,Comedy,5.0314407
155,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,5.012848
155,203086,Truth and Justice (2019),2019.0,Drama,4.9843335
193,183947,NOFX Backstage Passport 2,,(no genres listed),5.0505137
193,201821,Civilisation (1969),1969.0,(no genres listed),4.948305
193,194160,The Carrier (1988),1988.0,Drama|Horror|Thriller,4.9307423
193,192089,"National Theatre Live: One Man, Two Guvnors (2011)",2011.0,Comedy,4.8960905
193,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,4.875043
193,132333,Seve (2014),2014.0,Documentary|Drama,4.761074
193,171851,Into the Mirror (2003),2003.0,Crime|Horror|Mystery,4.737063
193,203086,Truth and Justice (2019),2019.0,Drama,4.7340355
193,197407,Suite Dreams (2006),2006.0,Comedy|Drama|Romance,4.701343
193,197355,Once Upon a Ladder (2016),2016.0,Comedy|Romance,4.6517878
211,203086,Truth and Justice (2019),2019.0,Drama,6.026625
211,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,5.868694
211,183947,NOFX Backstage Passport 2,,(no genres listed),5.8275137
211,157791,.hack Liminality In the Case of Kyoko Tohno,,(no genres listed),5.71567
211,157787,.hack Liminality: In the Case of Mai Minase,,(no genres listed),5.71567
211,204302,Ek Ladki Ko Dekha Toh Aisa Laga (2019),2019.0,Comedy|Drama|Romance,5.6501093
211,187951,Father of Lights (2012),2012.0,Documentary,5.607522
211,187949,Furious Love (2010),2010.0,Documentary,5.607522
211,187947,Finger of God (2007),2007.0,Documentary,5.607522
211,192089,"National Theatre Live: One Man, Two Guvnors (2011)",2011.0,Comedy,5.5919003
243,153184,Vergeef me,,(no genres listed),4.51581
243,204302,Ek Ladki Ko Dekha Toh Aisa Laga (2019),2019.0,Comedy|Drama|Romance,4.480208
243,183947,NOFX Backstage Passport 2,,(no genres listed),4.4596496
243,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,4.3831625
243,192089,"National Theatre Live: One Man, Two Guvnors (2011)",2011.0,Comedy,4.3702526
243,200930,C'est quoi la vie? (1999),1999.0,Drama,4.329682
243,177005,The Missing Scarf (2013),2013.0,(no genres listed),4.3156815
243,206200,Ema (2019),2019.0,Drama,4.29363
243,207640,Vision Portraits (2019),2019.0,Documentary,4.287202
243,143422,2 (2007),2007.0,Drama,4.276215
251,158755,The Perfect Human Diet (2012),2012.0,Documentary,6.0986605
251,79842,For Neda (2010),2010.0,Documentary,5.5165753
251,195581,A Woman Captured (2017),2017.0,Documentary,5.4939127
251,168478,Machines (2016),2016.0,Documentary,5.449884
251,181405,Obey Giant (2017),2017.0,Documentary,5.3997602
251,133333,DamNation (2014),2014.0,Documentary,5.3628798
251,157146,Dial H-I-S-T-O-R-Y (1997),1997.0,Documentary,5.292603
251,173871,I'll Take You There (1999),1999.0,Comedy|Drama|Romance,5.265159
251,183947,NOFX Backstage Passport 2,,(no genres listed),5.2586308
251,150252,The Rambler (2013),2013.0,Comedy|Drama|Horror|Mystery,5.215811
255,183947,NOFX Backstage Passport 2,,(no genres listed),5.538938
255,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,5.406969
255,201821,Civilisation (1969),1969.0,(no genres listed),5.404256
255,194160,The Carrier (1988),1988.0,Drama|Horror|Thriller,5.366618
255,157791,.hack Liminality In the Case of Kyoko Tohno,,(no genres listed),5.2455606
255,157787,.hack Liminality: In the Case of Mai Minase,,(no genres listed),5.2455606
255,192089,"National Theatre Live: One Man, Two Guvnors (2011)",2011.0,Comedy,5.2404065
255,187951,Father of Lights (2012),2012.0,Documentary,5.213757
255,187949,Furious Love (2010),2010.0,Documentary,5.213757
255,187947,Finger of God (2007),2007.0,Documentary,5.213757
296,183947,NOFX Backstage Passport 2,,(no genres listed),4.39191
296,157791,.hack Liminality In the Case of Kyoko Tohno,,(no genres listed),4.2125115
296,157787,.hack Liminality: In the Case of Mai Minase,,(no genres listed),4.2125115
296,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,4.198343
296,204302,Ek Ladki Ko Dekha Toh Aisa Laga (2019),2019.0,Comedy|Drama|Romance,4.1377683
296,187951,Father of Lights (2012),2012.0,Documentary,4.1035366
296,187949,Furious Love (2010),2010.0,Documentary,4.1035366
296,187947,Finger of God (2007),2007.0,Documentary,4.1035366
296,203086,Truth and Justice (2019),2019.0,Drama,4.091059
296,192089,"National Theatre Live: One Man, Two Guvnors (2011)",2011.0,Comedy,4.0728354
321,194160,The Carrier (1988),1988.0,Drama|Horror|Thriller,5.5950856
321,183947,NOFX Backstage Passport 2,,(no genres listed),5.245104
321,197355,Once Upon a Ladder (2016),2016.0,Comedy|Romance,5.0278854
321,202231,Foster (2018),2018.0,Documentary,4.9183407
321,206200,Ema (2019),2019.0,Drama,4.9094443
321,120272,Get Crazy (1983),1983.0,Comedy,4.90614
321,201821,Civilisation (1969),1969.0,(no genres listed),4.8585634
321,157791,.hack Liminality In the Case of Kyoko Tohno,,(no genres listed),4.8524647
321,157787,.hack Liminality: In the Case of Mai Minase,,(no genres listed),4.8524647
321,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,4.8338127
322,199187,Hoaxed (2019),2019.0,(no genres listed),5.8232136
322,176597,Täällä Pohjantähden alla (1968),1968.0,(no genres listed),5.2075133
322,203086,Truth and Justice (2019),2019.0,Drama,5.039216
322,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,4.973093
322,86288,"Day the Universe Changed, The (1985)",1985.0,Documentary,4.94293
322,140024,My Friends Act III (1985),1985.0,Comedy,4.9248095
322,166810,King for a Day (1983),1983.0,Comedy,4.8847528
322,152035,Being in the World (2009),2009.0,(no genres listed),4.8581257
322,195995,Dofus - Book I: Julith (2016),2016.0,Animation|Comedy|Fantasy,4.772774
322,169648,John Pinette: I'm Starvin'! (2007),2007.0,Comedy,4.769598
362,151989,The Thorn (1971),1971.0,Comedy,5.40987
362,176597,Täällä Pohjantähden alla (1968),1968.0,(no genres listed),5.2274675
362,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,5.1500196
362,192261,Don't Laugh at My Romance (2008),2008.0,Comedy|Drama,5.1480184
362,171295,Doug Stanhope: Deadbeat Hero (2004),2004.0,Comedy,5.0673394
362,86288,"Day the Universe Changed, The (1985)",1985.0,Documentary,5.043352
362,202231,Foster (2018),2018.0,Documentary,5.021173
362,157791,.hack Liminality In the Case of Kyoko Tohno,,(no genres listed),5.0126743
362,157787,.hack Liminality: In the Case of Mai Minase,,(no genres listed),5.0126743
362,152035,Being in the World (2009),2009.0,(no genres listed),4.997496
368,157791,.hack Liminality In the Case of Kyoko Tohno,,(no genres listed),5.3188477
368,157787,.hack Liminality: In the Case of Mai Minase,,(no genres listed),5.3188477
368,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,5.3105583
368,201821,Civilisation (1969),1969.0,(no genres listed),5.233744
368,187951,Father of Lights (2012),2012.0,Documentary,5.142607
368,187949,Furious Love (2010),2010.0,Documentary,5.142607
368,187947,Finger of God (2007),2007.0,Documentary,5.142607
368,183947,NOFX Backstage Passport 2,,(no genres listed),5.09354
368,156414,Life Even Looks Like a Party (2009),2009.0,Documentary,5.0803003
368,192089,"National Theatre Live: One Man, Two Guvnors (2011)",2011.0,Comedy,5.0163198
375,157791,.hack Liminality In the Case of Kyoko Tohno,,(no genres listed),5.418426
375,157787,.hack Liminality: In the Case of Mai Minase,,(no genres listed),5.418426
375,202231,Foster (2018),2018.0,Documentary,5.2555556
375,151989,The Thorn (1971),1971.0,Comedy,5.1778617
375,187951,Father of Lights (2012),2012.0,Documentary,5.000669
375,187949,Furious Love (2010),2010.0,Documentary,5.000669
375,187947,Finger of God (2007),2007.0,Documentary,5.000669
375,183947,NOFX Backstage Passport 2,,(no genres listed),4.9091325
375,171295,Doug Stanhope: Deadbeat Hero (2004),2004.0,Comedy,4.9031744
375,156414,Life Even Looks Like a Party (2009),2009.0,Documentary,4.8852153
392,185645,Stone Cold Steve Austin: The Bottom Line on the Most Popular Superstar of All Time (2011),2011.0,Documentary,6.2160416
392,203086,Truth and Justice (2019),2019.0,Drama,6.1020513
392,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,6.029647
392,194334,Les Luthiers: El Grosso Concerto (2001),2001.0,(no genres listed),5.9465137
392,202357,A Brother (2018),2018.0,Drama|Romance,5.8665056
392,183947,NOFX Backstage Passport 2,,(no genres listed),5.843245
392,201821,Civilisation (1969),1969.0,(no genres listed),5.784957
392,194160,The Carrier (1988),1988.0,Drama|Horror|Thriller,5.7814355
392,192089,"National Theatre Live: One Man, Two Guvnors (2011)",2011.0,Comedy,5.7483687
392,156414,Life Even Looks Like a Party (2009),2009.0,Documentary,5.7206626
451,203086,Truth and Justice (2019),2019.0,Drama,6.8032675
451,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,6.6795635
451,176597,Täällä Pohjantähden alla (1968),1968.0,(no genres listed),6.4986196
451,166812,Seeing Red: Stories of American Communists (1983),1983.0,(no genres listed),6.365387
451,166810,King for a Day (1983),1983.0,Comedy,6.3440294
451,169648,John Pinette: I'm Starvin'! (2007),2007.0,Comedy,6.340983
451,195995,Dofus - Book I: Julith (2016),2016.0,Animation|Comedy|Fantasy,6.3216963
451,151989,The Thorn (1971),1971.0,Comedy,6.2457542
451,86288,"Day the Universe Changed, The (1985)",1985.0,Documentary,6.2167673
451,106115,"Story of Science, The (2010)",2010.0,Documentary,6.1669245
458,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,5.060948
458,203086,Truth and Justice (2019),2019.0,Drama,4.948043
458,204302,Ek Ladki Ko Dekha Toh Aisa Laga (2019),2019.0,Comedy|Drama|Romance,4.881789
458,194334,Les Luthiers: El Grosso Concerto (2001),2001.0,(no genres listed),4.8057475
458,166812,Seeing Red: Stories of American Communists (1983),1983.0,(no genres listed),4.775314
458,200930,C'est quoi la vie? (1999),1999.0,Drama,4.764818
458,192089,"National Theatre Live: One Man, Two Guvnors (2011)",2011.0,Comedy,4.728776
458,165787,Lonesome Dove Church (2014),2014.0,Western,4.6641207
458,156414,Life Even Looks Like a Party (2009),2009.0,Documentary,4.6336274
458,202357,A Brother (2018),2018.0,Drama|Romance,4.621354
463,160238,Stockholm (2013),2013.0,Drama|Romance,6.6085563
463,187125,Head Above Water (1993),1993.0,Comedy|Thriller,6.5892487
463,149484,All About My Wife (2012),2012.0,Comedy|Romance,6.5867
463,146112,Ittefaq,,(no genres listed),6.4942336
463,205575,Angel of Mine (2019),2019.0,Drama|Thriller,6.478942
463,205277,Inside Out (1991),1991.0,Comedy|Drama|Romance,6.4467816
463,148693,Architecture 101 (2012),2012.0,Comedy|Romance,6.27592
463,151989,The Thorn (1971),1971.0,Comedy,6.1233807
463,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,6.0320926
463,166812,Seeing Red: Stories of American Communists (1983),1983.0,(no genres listed),6.0045595
471,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,5.2990756
471,204302,Ek Ladki Ko Dekha Toh Aisa Laga (2019),2019.0,Comedy|Drama|Romance,5.2988586
471,202357,A Brother (2018),2018.0,Drama|Romance,5.1751056
471,203086,Truth and Justice (2019),2019.0,Drama,5.1640434
471,157791,.hack Liminality In the Case of Kyoko Tohno,,(no genres listed),5.110633
471,157787,.hack Liminality: In the Case of Mai Minase,,(no genres listed),5.110633
471,176597,Täällä Pohjantähden alla (1968),1968.0,(no genres listed),5.1082764
471,156414,Life Even Looks Like a Party (2009),2009.0,Documentary,5.10395
471,86288,"Day the Universe Changed, The (1985)",1985.0,Documentary,5.0992837
471,176729,John Pinette - Still Hungry (2011),2011.0,Comedy,5.0977364
472,192089,"National Theatre Live: One Man, Two Guvnors (2011)",2011.0,Comedy,5.579513
472,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,5.4952965
472,204302,Ek Ladki Ko Dekha Toh Aisa Laga (2019),2019.0,Comedy|Drama|Romance,5.3779907
472,194334,Les Luthiers: El Grosso Concerto (2001),2001.0,(no genres listed),5.2682395
472,183947,NOFX Backstage Passport 2,,(no genres listed),5.194287
472,144208,Bicycle Dreams (2009),2009.0,Adventure|Documentary,5.186415
472,166812,Seeing Red: Stories of American Communists (1983),1983.0,(no genres listed),5.115564
472,203086,Truth and Justice (2019),2019.0,Drama,5.0755863
472,200930,C'est quoi la vie? (1999),1999.0,Drama,5.053921
472,156414,Life Even Looks Like a Party (2009),2009.0,Documentary,5.0391536
481,203086,Truth and Justice (2019),2019.0,Drama,5.5677633
481,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,5.528963
481,183947,NOFX Backstage Passport 2,,(no genres listed),5.300856
481,166812,Seeing Red: Stories of American Communists (1983),1983.0,(no genres listed),5.180482
481,187951,Father of Lights (2012),2012.0,Documentary,5.175875
481,187949,Furious Love (2010),2010.0,Documentary,5.175875
481,187947,Finger of God (2007),2007.0,Documentary,5.175875
481,86288,"Day the Universe Changed, The (1985)",1985.0,Documentary,5.161985
481,157791,.hack Liminality In the Case of Kyoko Tohno,,(no genres listed),5.155392
481,157787,.hack Liminality: In the Case of Mai Minase,,(no genres listed),5.155392
496,194160,The Carrier (1988),1988.0,Drama|Horror|Thriller,6.220235
496,183947,NOFX Backstage Passport 2,,(no genres listed),6.069562
496,192089,"National Theatre Live: One Man, Two Guvnors (2011)",2011.0,Comedy,5.8445992
496,194334,Les Luthiers: El Grosso Concerto (2001),2001.0,(no genres listed),5.741059
496,206200,Ema (2019),2019.0,Drama,5.735264
496,173651,Rammstein: Live aus Berlin (1999),1999.0,(no genres listed),5.6592655
496,197407,Suite Dreams (2006),2006.0,Comedy|Drama|Romance,5.640072
496,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,5.632398
496,204302,Ek Ladki Ko Dekha Toh Aisa Laga (2019),2019.0,Comedy|Drama|Romance,5.6267242
496,208597,Punk the Capital: Building a Sound Movement,,Documentary,5.5699515
513,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,6.4483385
513,192089,"National Theatre Live: One Man, Two Guvnors (2011)",2011.0,Comedy,6.2630615
513,157791,.hack Liminality In the Case of Kyoko Tohno,,(no genres listed),6.243342
513,157787,.hack Liminality: In the Case of Mai Minase,,(no genres listed),6.243342
513,176729,John Pinette - Still Hungry (2011),2011.0,Comedy,6.1974096
513,176597,Täällä Pohjantähden alla (1968),1968.0,(no genres listed),6.194005
513,202357,A Brother (2018),2018.0,Drama|Romance,6.1213117
513,204302,Ek Ladki Ko Dekha Toh Aisa Laga (2019),2019.0,Comedy|Drama|Romance,6.113953
513,86288,"Day the Universe Changed, The (1985)",1985.0,Documentary,6.103478
513,187951,Father of Lights (2012),2012.0,Documentary,6.1004515
516,203086,Truth and Justice (2019),2019.0,Drama,5.963996
516,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,5.944925
516,166812,Seeing Red: Stories of American Communists (1983),1983.0,(no genres listed),5.7201715
516,86288,"Day the Universe Changed, The (1985)",1985.0,Documentary,5.6363626
516,183947,NOFX Backstage Passport 2,,(no genres listed),5.5317435
516,192089,"National Theatre Live: One Man, Two Guvnors (2011)",2011.0,Comedy,5.5133495
516,204302,Ek Ladki Ko Dekha Toh Aisa Laga (2019),2019.0,Comedy|Drama|Romance,5.4736967
516,187951,Father of Lights (2012),2012.0,Documentary,5.394109
516,187949,Furious Love (2010),2010.0,Documentary,5.394109
516,187947,Finger of God (2007),2007.0,Documentary,5.394109
530,151989,The Thorn (1971),1971.0,Comedy,5.318264
530,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,5.2255034
530,192089,"National Theatre Live: One Man, Two Guvnors (2011)",2011.0,Comedy,5.064289
530,203086,Truth and Justice (2019),2019.0,Drama,5.0195875
530,183947,NOFX Backstage Passport 2,,(no genres listed),4.9924765
530,200930,C'est quoi la vie? (1999),1999.0,Drama,4.9891853
530,166812,Seeing Red: Stories of American Communists (1983),1983.0,(no genres listed),4.913623
530,201821,Civilisation (1969),1969.0,(no genres listed),4.857745
530,144208,Bicycle Dreams (2009),2009.0,Adventure|Documentary,4.844899
530,113608,"Circle of Deception, A (1960)",1960.0,Drama|War,4.833834
540,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,6.3482924
540,203086,Truth and Justice (2019),2019.0,Drama,6.265095
540,192089,"National Theatre Live: One Man, Two Guvnors (2011)",2011.0,Comedy,6.091531
540,202357,A Brother (2018),2018.0,Drama|Romance,6.0908113
540,176597,Täällä Pohjantähden alla (1968),1968.0,(no genres listed),6.0595455
540,166812,Seeing Red: Stories of American Communists (1983),1983.0,(no genres listed),6.032198
540,86288,"Day the Universe Changed, The (1985)",1985.0,Documentary,5.978838
540,204302,Ek Ladki Ko Dekha Toh Aisa Laga (2019),2019.0,Comedy|Drama|Romance,5.932551
540,156414,Life Even Looks Like a Party (2009),2009.0,Documentary,5.7818003
540,144208,Bicycle Dreams (2009),2009.0,Adventure|Documentary,5.778245
580,199187,Hoaxed (2019),2019.0,(no genres listed),6.9807377
580,176597,Täällä Pohjantähden alla (1968),1968.0,(no genres listed),6.1110992
580,169648,John Pinette: I'm Starvin'! (2007),2007.0,Comedy,6.033964
580,140024,My Friends Act III (1985),1985.0,Comedy,5.9186463
580,205453,The Good Fight: The Abraham Lincoln Brigade in the Spanish Civil War (1984),1984.0,Documentary,5.713752
580,151615,Hello Stranger (2010),2010.0,Drama,5.605985
580,130156,Heaven Is a Playground (1991),1991.0,Drama,5.5819254
580,203086,Truth and Justice (2019),2019.0,Drama,5.5552087
580,166810,King for a Day (1983),1983.0,Comedy,5.538874
580,179985,Romeo Is Bleeding (2017),2017.0,Documentary,5.4889364
588,192089,"National Theatre Live: One Man, Two Guvnors (2011)",2011.0,Comedy,4.9979205
588,79842,For Neda (2010),2010.0,Documentary,4.9424353
588,183947,NOFX Backstage Passport 2,,(no genres listed),4.810257
588,206200,Ema (2019),2019.0,Drama,4.7682576
588,200930,C'est quoi la vie? (1999),1999.0,Drama,4.761125
588,204302,Ek Ladki Ko Dekha Toh Aisa Laga (2019),2019.0,Comedy|Drama|Romance,4.719739
588,197407,Suite Dreams (2006),2006.0,Comedy|Drama|Romance,4.717313
588,168478,Machines (2016),2016.0,Documentary,4.7146354
588,194334,Les Luthiers: El Grosso Concerto (2001),2001.0,(no genres listed),4.6402435
588,144208,Bicycle Dreams (2009),2009.0,Adventure|Documentary,4.607489
593,86288,"Day the Universe Changed, The (1985)",1985.0,Documentary,5.523731
593,157791,.hack Liminality In the Case of Kyoko Tohno,,(no genres listed),5.5178003
593,157787,.hack Liminality: In the Case of Mai Minase,,(no genres listed),5.5178003
